Livia Boccali
Jean Hiernard
Anne Roth-Conges
Jacques Charmasson
Marie-Christine Marcellesi
Jean-Christophe Couvenhes
Julie Velissaropoulos-Karakostas
Yves Perrin
Giunio Rizzelli
Evelyn Hobenreich
William van Andringa
Jean-Jacques Aubert
David Nonnis
Laurent Lamoine
Stephane Benoist
Catherine Goblot-Cahen
Anna Heller
Eleni Papaefthymiou
Francisco Lisi
Jean-Francois Pradeau
Letitia Mouze
Emmanuelle Jouet-Pastre
Luc Brisson
Michel Humbert
Catherine Virlouvet
Koenraad Verboven
Jerome France
Ivan Di Stefano Manzella
Rudolf Haensch
Gian Franco Gianotti
Francoise Frazier
William Broadhead
Luca Fezzi
Nicolas Tran
Maria Luisa Bonsangue
John Wilkins
Marie-Dominique Poncin
Marie Janniere
Maria Letizia Caldelli
Luana Quattrocelli
Arnaud Suspene
Giuseppe Zecchini
Alexandre L. Smyshliaev
Wolfgang Spickermann
Nathan Badoud
Albert Deman
Jean-Paul Rey-Coquais
Jocelyne Nelis-Clement
Alain Duplouy
Gilles Gorre
Giovanni Geraci
Bruno Rochette
Julien Dubouloz
Juan Francisco Rodriguez Neila
Athanasios Rizakis
Cedric Brelaz
Aniello Parma
Enrica Culasso Gastaldi
Christine Hoet-van Cauwenberghe
Maria Bats
Roland Delmaire
Philippe Rodriguez
Frederik Juliaan Vervaet
Marianne Coudry
Antony Hostein
Valerie Huet
Claire Boussier
Silvio Panciera
Patrice Faure
Philippe Moreau
Dario Mantovani
Clara Berrendonner
Laura Chioffi
Francis Tassaux
Francoise Des Boscs
Katharina Waldner
Dominique Jaillard
Jorg Rupke
Veit Rosenberger
Joachim Gentz
Christophe Batsch
Eliane Stoffel
Andre Grabar
W. F. Volbach
Rene Crozet
Eugen Ewig
Jean Lestocquoy
Caroline Cohen
Mario Roques
Marcel Aubert
Edmond Rene Labande
Yvonne Batard
Andre Boutemy
Paul Deschamps
Jose Gudiol Ricart
Paul-Henri Michel
Luis Vasquez de Parga
Mendel Metzger
Christine Mohrmann
Fernand Brunner
Rita Lejeune
Marie Madeleine Gauthier
Zygmunt Swiechowski
Dom Jean Leclercq
Georges Gaillard
Enric Miret Rull
Eugene Vinaver
Gina Fasoli
Paul Rousset
Richard Hamann McLean
Martin de Riquer
Armand Machabey
Manfred Gsteiger
Leon Robert Menager
Leon-Robert Menager
Marijan Zadnikar
Francois Masai
Pierre Petot
David Talbot Rice
Robert Folz
Rene Jullian
Roger Arnaldez
Alfred Cordoliani
Michael Holland
Jean Verdon
Werner Ziltener
E. Von Richthofen
Guido Favati
Irenee Cluzel
Valeria Bertolucci
Pierre Gallais
Ramon Menendez Pidal
Solange Corbin
Helene Wagenaar-Nolthenius
Jacques Pignon
Gabriel Beaudequin
Crozet Rene
Cinzio Violante
Andre Burger
Cornelius Crowley
Frances Crowley
Adalbert Dessau
David M. Dougherty
Jean Gyory
Jeanne Lods
Duncan McMillan
Andre de Mandach
Angelo Monteverdi
Erich von Richthofen
Ruggero M. Ruggieri
Jacques Stiennon
Madeleine Tyssens
Jeanne Whatelet-Willem
Frederick Whitehead
Marcel Durliat
Beryl Smalley
McMillan Duncan
Henri Masse
Hans Reinhardt
Maurice de Gandillac
Krystyna Josefowicz
Roland Sanfacon
Francisco Garcia Romo
Andras Gergelyffy
Denise Humbert
Albert D'Haenens
Joseph Szoverffy
Andrzej Tomaszewski
Henri Renou
Hanne Lange
Benoit Lacroix
Yvonne Labande-Mailfert
Pierre Quarre
Pierre Riche
Piotr Skubiszewski
Odon Dummerling
Nico H. J. van den Boogaard
J. R. Smeets
Jean Irigoin
Pierre Le Gentil
Krystyna Bialoskorska
Aubin Francoise
Jeanne Wathelet-Willem
Amnon Shiloah
J. Becquet
Beryl Smallev
Jozsef Csemegi
Marianne Sallay
Andras Gergbelyffy
M. Brunet
Lech Kalinowski
Philippe Delhaye
Cyrille Vogel
Ludo Milis
Charles Daras
D. J. A. Ross
Jean Marx
M. L. Therel
Georges C. Anawati
Charles Camproux
Jean Becquet
Aleksander Gieysztor
Josef Semmler
J.-R. Smeets
Gaston Laurion
Witold Maisel
Cosimo Damiano Fonseca
Yves Metman
Joseph Palermo
Joaquin Lomba Fuentes
Eva Kovacs
Erich Koehler
Charles Grosset
Gerard Cames
Z.P. Zaddy
Reginald Gregoire
R. Sanfacon.
A. D'Haenens
A. Machabey Sr.
Pierre Jonin
W.H. Rudt de Collenberg
Frappier Jean
S. Vanni Rovighi
Torkel Eriksson
Jules Horrent
Grisward Joel H.
J.C. Payen
D. Manson.
G. Raynaud de Lage
Omer Jodogne
Andre Verplaetse
J.-Ch. Didier
Joselita Raspi-Serka
Rene de La Coste-Messeliere
Albert d'Haenens
Jean Leclercq
Mary Dominica Legge
Walter Cahn
Michele Labrousse
Canard Marius
Gerald Antoine
P. Tucoo-Chala
Peter F. Dembowski
Geza Entz
Georges Vajda
Jean Vallery-Radot
A. Dimier
Wolfram von den Steinen
Yves Christe
R. Baron
Barnabas Toth
Jean Chelini
Enric Miret
Maria Dimitrescu
Jacques Gardelles
M. Bernard
Nicole Vandier-Nicolas
Ivan Dujcev
B.R. Hartley
Sheppard Frere
Max Dodel
Eva Frodl-Kraft
Lorenzo Renzi
Henri Laoust
J.C. Dickinson
Barbara Nelson Sargent
Silvestro Fiore
Pier Maria Conti
Francois Eygun
Alberto Limentani
J. Semmler
Guido Pavati
Paul Tombeur
Rolf Nagel
Stickler A. M.
Gallais Pierre
Oleg Grabar
"Dom J.-M. Berland, o.s.B."
A. d'Haenens
R. van Caenegem
Hady Roger Idris
Csanad Balint
Maria Dumitrescu
F.-L. Ganshof
Veronika Gervers
Pierre Bec
Pier Giovanni Caron
Jean Gouillard
E.R. Labande
Gyorffy Gyorgy
Labande-Mailfert Yvonne
Francois Bucher
Marie-Therese d'Alverny
J.M. Fiey
Gyorgy Gyorffy
Marcel Deyres
Jean Chatillon
Manuel C. Diaz Y Diaz
Paul Imbs
Grabois A.
Becquet J.
Szabolcs de Vajay
Carol Heitz.
Peter Dronke
Philippe Verdier
Philippe Menard
Jean Dauvillier
Pierre Toubert
J. Sourdel Thomine
Victor Lazarev
Francesco Gabrieli
Ian Short
Marie-Madeleine Gauthier
W.G. van Emden
Gerard Robin
Hugues Micha
Alain Sene
Rambaud-Buhot Jacqueline
Gerard Troupeau
Oberg Jan
Yves Lefevre
Jules Leroy
Federico Udina Martorell
Ganshof Francois L.
Charles Lelong
Gilbert Lazard
C.R. Dodwell
Ulrich Molk
Kenneth John Conant
Adelheid Heimann
Buschinger Danielle
Carol Heitz
Henry Corbin
M.-L. Therel
Chauvin Yves
Francis Salet
Adolf Reinle
Marie-Noelle Lefay-Toury
Y.J. Riou
Razvan Theodorescu
Antonio Marongiu
Bent Joergensen
Semmler Josef
McMillan D.
Mireille Mentre
J.Ch. Payen
M.N. Sokolova
F.R.P. Akehurst
van Emden W.G.
Gilbert A.J.
Tilander Gunnar
Daniel Poirion
C.J.F. Dowsett
Gilbert Dahan
Helene Toubert
D. Buschinger
Pierre Dubourg-Noves
Mario Mancini
Marie Gallais
Gerard Le Vot
Dominique Patier
Nilda Guglielmi
Pavel Spunar
Andre Duplat
Wladimir Vodoff
Martine Jullian
Francoise Gay
D. Jacquard
Paul Remy
Pon Georges
Duneau J.F.
Eva Odelman
Jacqueline Leclercq-Kadaner
Angelo Lipinsky
Yves Chauvin
Brian J. Levy
Gerhard Meissburger
Trude Ehlert
Anka Stojakovic
Gautier Dalche Jean
Alain Ducellier
Christian Gellinek
Fontaine Jacques
Max Pfister
Guy Lanoe
Gerard Chandes
Muratova Xenia
De Venere Consiglia
Jean-Rene Gaborit
Marie-Henriette Fernandez
Giovani Gonnet
Maria Luisa Meneghetti
Da Costa Avelino de Jesus
Horrent Jules
Victor Lassalle
Alice Planche
Delogu Paolo
Chiara Frugoni
Ria Lemaire
Alicia Bank
Jean Jolivet
Rupert T. Pickens
Brigitte Uhde-Sthal
d'Heur J. M.
Crispino Valenziano
Maria Valenziano
Edina Bozoky
Francois Suard
Madeleine Gauthier Marie
Camus Marie-Therese
Joyce Brodsky
Therese Charmasson
Poulin Joseph-Claude
Domanski Juliusz
Odette Cadart-Ricard
Giuseppe Occhiato
Eitan Burstein
Jean-Louis Picherit
Marie-Therese Camus
Martine Chauney
Guglielmi Nilda
Nicole Thierry
Michel Huby
Alvaro Galmes de Fuentes
Joachim Wollasch
Tania Velmans
Charles-Theodore Gossen
Guy-Marie Oury
Jean Dufournet
Luc-Fr. Genicot
Michel Huglo
Gerard Le Don
Menager Leon Robert
Giovanni Tabacco
M. Esperonnier
Hans-Erich Keller
Midori Igarashi-Takeshita
U. Molk
H. Krapoth
G. Butters
A. Bilger
Michel Aubrun
Huguette Legros
John Ottaway
Jean Charles Payen
Alberto Varvaro
R. A. Shoaf
Jonin Pierre
Avner Bahat
Charles Mazouer
Sene Alain
Marc Vuijlsteke
Andrzej Poppe
Jean Cabanot
Louis Grodecki
J. Gaudemet
Renee L. Curtis
Olivier Guillot
Gerhard Butters
Michel Stanesco
Ruth Bartal
Nurith Kenaan
Beate Schmolke-Hasselmann
Jill Tattersall
Alain Varaschin
Jean-Pierre Torrell
Denise Bouthillier
Chantal Verchere
Emmanuele Baumgartner
Ismael Fernandez de la Cuesta
Gerard Gonfroy
Peter T. Ricketts
Petr Charvat
Marie-Claude Struyf
Danielle Buschinger
Arnaldo Moroldo
Betty Branch
Charles Mela
Baudouin de Gaiffier
Alexandre Faivre
Tony Hunt
Robert Deschaux
"William D. Paden, Jr."
Zobel P. Philibert
Labande Edmond Rene
Bernard Bligny
Jacques Beauroy
Michel Kaplan
Jean-Michel Poisson
Pierre Racine
Gerard Rippe
Marie-Louise Ollier
Haim Zafrani
J. Leclercq-Kadaner
Valentino Pace
Maryta Esperonnier
Francoise Melonio
Franco Cardini
Victoria Cirlot
Elizabeth Megier
Halvorsen E.F.
William Ziezulewicz
Merritt R. Blakeslee
Jean-Charles Huchet
Jacques Ribard
Anat Tcherikover
Angelica Rieger
John W. Baldw1n
R. Allen Brown
Marjorie Chibnall
Cecily Clark
Francoise Dumas
Pierre-Roger Gaussin
J. C. Holt
P. Bouet
M.-Th. Camus
Lichtblau Karin
Perrine Mane
Jean-Marcel Paquette
Nurith Kenaan-Kedar
C. H. Kneepkens
Donald Maddox
Jean-Claude Lozachmeur
Katefina Charvatova
Maria Luisa Melero Moneo
Jean-Claude Aubailly
Tomasz H. Orlowski
Dautrey Philippe
Robert Durand
Ariane Loeb
Patricia Duret
Georges Beech
Gilbert Boss
Jeanne-Marie Pont
Barbara Nelson Sargent-Baur
Maria Carmen Gomez
Ursula Gunther
Max Lutolf
Marcel Perez
Dietmar Rieger
Gouiran G.
Barbara Obrist
Elizabeth Wilson Poe
Philippe Gabet
Jean-Michel Caluwe
Gerard Dedeyan
Verdier Philippe
Linda M. Paterson
Soledad de Silva y Verastegui
Fritz Peter Knapp
Jacqueline Lafontaine-Dosogne
Krijnie Ciggaar
Michel Kazanski
Robert Lafont
Albert Castes
Patrice Uhl
Martina Schattkowsky
Barbara A. Watkinson
Aguiriano Begona
Brian Stock
Friedrich Wolfzettel
Maria Skubiszewska
Juan Jose Larrea
Michel Quereuil
Simon Gaunt
Peter K. Klein
A. G. Remensnyder
Keith Bate
Joseph-Henri Denecheau
Chantal Phan
Patrick Corbet
Marie-Dominique Gauthier-Walter
Yvan G. Lepage
Claude Andrault-Schmitt
Fernando Galtier Marti
Francesco Gandolfo
Richard Gem
Francois Jeanneau
J. Philip McAleer
Tadhg O'Keeffe
M. Tomasz Orlowski
Adriano Peroni
Jacques Thirion
Willibald Sauerlander
Elisabeth J. Bik
Genevieve Giordanengo
Evelyne Proust
Chantal Marechal
Henri Diament
Andrea Von Hulsen
Yves de La Haye
Dominique Armes
Wojciech Falkowski
Charles Burnett
Malgorzata H. Malewicz
Genevieve Buhrer-Thierry
Willem Noomen
Florence Journot
Georges Pon
Jean-Pierre Arrignon
Don Alfred Monson
Lluis To Figueras
Michael Herity
Xavier Kawa-Topor
Pierre Van Luyn
Huguette Taviani-Carozzi
Jenny Jochens
Paul Bretel.
Joel Thomas
Carleton W. Carroll
Andre Crepin
Juliette Dor
Lindy Grant
Paul Hyams
Jean Louise Lozinski
Madame la Comtesse de Paris
Elisabeth M. C. Van Houts
Charles T. Wood
"Dom Jean Becquet, o.s.B."
Yolanta Zaluska
Francois Boespflug
Christian Lauranson-Rosaz
Maria-Teresa Lezzi
Elisabeth Schulze-Busacker
Evelyn Mullally
Glyn S. Burgess
Jean-Pierre Caillet
Timothy Graham
Mildred Budny
Pierre-Yves Badel
Zbigniew Pianowski
Jean Michaud
Michele Camillo Ferrari
Joan Nilsson
William Folkestad
Manuel Antonio Castineiras Gonzalez
Jean-Claude Cheynet
Marek Derwich
Jennifer Looper
Yolande de Pontfarcy
Newman Barbara
Leroy Beatrice
Jaschke Kurt-Ulrich
Burnett Charles S. F.
Andre Joris
Danielle Gaborit
Anne-Marie Deschamps
Monique Goullet
Francoise Perrot
Jean-Francois Boyer
Yasmina Foehr-Janssens
Lukasz Modelski
Catherine Croizy-Naquet
Philippe George
Ana Suarez Gonzalez
Philip E. Bennett
Juliette Rollier-Hanselmann
Jacqueline Leclercq-Marx
Tomasz Plociennik
Mira Friedman
Milena Mikhailova
Javier Vallejo Bozal
John Howe
Elzbieta Dabrowska
Keith V. Sinclair
T. D.-W.
Pierre-Michel Bertrand
Jacques Merceron
Teresa Rodzinska-Chorazy
Klementyna Zurowska
Jean-Guy Gouttebroze
Isabelle Marchesin
Ana Sofia Laranjinha
Marcel Angheben
Linda Paterson
Anca Vasiliu
Anne-Orange Poilpre
Jean-Marie Martin
Lise Hulnet-Dupuy
Jose Enrique Ruiz-Domenec
Kuth Harvey
Geoffroy Grassin
Gilles Lecuppre
Chantal Fraisse
Colin Ivan
Flori Jean
Martine Clouzot
Alain Stodet
Annamaria Ducci
Nurith Kenaan Kedar
Dorothee Kleinmann
Michel Brand'Honneur
Francesca Gambino
Gioia Bertelli
Thierry Nicole
Eric C. Fernie
Gastaldelli Ferruccio
Le Vot Gerard
Villes Alain
Pierre Andre Sigal
Richard Trachsler
Amelie Beben
Richard Gameson
Stephen Morrison
Olivier Collet
Wagih Azzam
Marie-Helene Debies
Dorothy F. Glass
Arazi A.
Walter Studer
Felix Heinzer
John Tolan
Rene Perennec
Gouttebroze Jean-Guy
Lucien-Jean Bord
Svetlana Loutchitskaya
Jacqueline Leclerq-Marx
Francois Dolbeau
Alessia Trivellone
Thomas Gergen
Skubiszewski Piotr
Sauzet Patrick
Pierre-Marie Joris
Helene Couderc-Barraud
Valerie Gontero
Julien Lance
Foehr-Janssens Yasmina
Collet Olivier
Virginie Greene
Sara Lutan
Gergen Thomas
Thierry Lesieur
Gabriella Lini
Catalina Girbea
Marisa Melero Moneo
Virginie Minet-Mahy
Claudio Galderisi
Francoise Gaspard
Thomas Creissen
Laurence Aventin
Elise Gesbert
Annie Combes
Julie Enckell Julliard
Laurent Jegou
Jean-Marie Fritz
Xavier Gillard
Schulze-Busacker Elisabeth
Anne B. Darmstatter
Jacques Chocheyras
Valerie Yvonnet-Nouviale
Natacha Piano
Pignatelli-Rizzini Cinzia
Robertson Duncan
Stig Ramlev Frandsen
Hans-Werner Goetz
Thomas Deswarte
Jaume Aurell
K. Sarah-Jane Murray
Cinzia Pignatelli-Rizzini
Marie-Aline de Mascureau
Florence Moly
Christe Yves
David Crouch
Janet T. Marquardt
Steffen Patzold
Maurizio Perugi
Pierre Chastang
Barbara H. Rosenwein
Flocel Sabate
Luc Bourgeois
Christelle Chaillou
Olivier Cullin
Gert Melville
Stephane Boisselier
Bernardo Vasconcelos e Sousa
Philippe Haugeard
Giancarlo Andenna
Daniel Russo
Zimmermann Michel
Jacobo de Junta
Gilles Luquet
Michel Dessaint
Maria do Socorro Silva de Aragao
Antoni M. Badia I Margarit
Jean-Louis Benezech
Tomas Buesa Oliver
Philippe Cahuzac
Michel Camprubi
Patrick Charaudeau
Jean-Claude Chevalier
Luis Jaime Cisneros
Lucien Clare
Maurice Coyaud
Denis Creissels
Louise Dabene
Bernard Darbord
Marie-France Delport
Jean-Luc Descamps
Ariane Desporte
Francesco D'Introno
Abdelkader Fassi Fehri
David Gaatone
Robert Galisson
Algirdas Julien Greimas
Klaus Heger
Veronique Huynh-Armanet
C. Pineira-Tresmontant
Andre Joly
Marcelle Kawa
Junji Kawaguchi
Vidal Lamiquiz
Rafael Lapesa
Jean Lemartinel
Pierre Lerat
Juan M. Lope Blanch
Alexandre Lorian
Eulogio Losada Badia
Nadine Ly
Maria Eugenia Malheiros-Poulet
Krassimir Mantchev
Robert Martin
Y. Weller
D. Neyrod
Cidmar Teodoro Pais
Rene Pellen
Huguette Pottier Navarro
Antonio Quilis
Paolo Ramat
Francois Rastier
Jean Roudil
Jack Schmidely
Danica Seleskovitch
Haim Vidal Sephiha
Yimin Shen
Georges Straka
Robert Tilby
Francis Tollis
Roch Valin
Anne-Marie Vanderlynden
Paul Verdevoye
Claudio Wagner
Marc Wilmet
Monir Yazdi
Jean-Marie Zemb
Georges Martin
Enzo Franchini
Daniel Devoto
Amaia Arizaleta
Rafael Alemany
Jean-Marie Barbera
Marie-Noelle Costa-Reus
Anna Maria Compagna Perrone Capano
Dominique de Courcelles
Costanzo Di Girolamo
Josep E. Rubio
Vincent Serverat
Donatella Sivlero
Eric Beaumatin
Xavier Dilla
Giuseppe Grilli
Juan Sotos
Arthur Terry
Christian Camps
Christine Orobitg
Maria Isabel Pijoan I Picas
D. Gareth Walters
Marie-Claire Zimmermann
Marco Antonio Coronel Ramos
Jordi Galvez
Enrique J. Nogueras Valdivieso
Lourdes Sanchez Rodrigo
Vicent Martines Peres
Elisabeth Douvier
Maria Haring
Georg Bossong
Jose de Azevedo Ferreira
Albert Gier
Ralph de Gorog
Jeannine Aufray
Bodo Muller
Bernard Pottier
Paul Teyssier
Jose Munoz Garrigos
Michael Metzeltin
Margherita Morreale
Maria Concepcion Vazquez De Benito
Maria Teresa Herrera
Elena Pezzi Martinez
German Colon
Jeannine Germain-Auffray
Jacques Joset
Felipe Maillo Salgado
Antonio Escobedo Rodriguez
Anne-Marie Capdeboscq
Emma Martinell
Maria Jesus Mancho Duque
Anibal A. Biglieri
Jose Perona
Monique Boaziz-Aboulker
Bernard Cerquiglini
Antonio Perez Martin
Jeannine Aufray Germain
Rafael Cano Aguilar
Marie de Menaca
Erica C. Garcia
Javier Terrado Pablo
Thomas Montgomery
Maria Nieves Sanchez
Juan Ramon Lodares
Jose Maria Garcia Martin
Fernando Gomez Redondo
Dolores A. Igualada Belchi
Pilar Diez de Revenga Torres
Carlos Heusch
Jesus D. Rodriguez Velasco
Ines Fernandez-Ordonez
Emilio Montero Cartelle
Monica Castillo-Lluch
Javier Elvira
Javier Garcia Gonzalez
Clara Barros
Hugo Oscar Bizzarri
J.-P Jardin
Maria Teresa Brocardo
Fernando Gonzalez Olle
Maria Jesus Torrens
Hugette Pottier-Navarro
Manuel Munoz Cortes
Maria Helena Paiva
Josse De Kock
Monica Castillo Lluch
Rafael Cano
Corinne Mence-Caster
Patricia Rochwert
Jose Manuel Perez Prendes Munoz-Arraco
Ana Maria Cortez Gomes
Raul Fernandez Sanchez-Alarcos
Monique Roumette
Evelyne Minard
Esther Boucher
Maria Nieves Vila Rubio
Marithelma Costa
Patrick Henriet
Emma Falque
Peter Linehan
Julio Escalona Monge
Manuel Gonzalez Jimenez
Ana Rodriguez Lopez
Ghislaine Fournes
Mario Barra Jover
Cristina Matute Martinez
Ana Serradilla Castano
Jacques Fontaine
Gilbert Fabre
Alejandro Morin
Beatriz Arias Alvarez
Maria Luisa Quaglia Arduino
Alexandre Veiga
Vincent Ozanam
Jeanne Raimond
Marta Lacomba
Isabel Alfonso
Julio Escalona
Philippe Josserand
Isabel Beceiro Pita
Jose Manuel Nieto Soria
Rita Moucannas Mazen
Estrella Ruiz-Galvez Priego
Sylvain Trousselard
Emmanuelle Klinka
Charles Garcia
Serge Stolf
Ana Isabel Carrasco Manchado
Daniel Baloup
Ana Echevarria
Francisco Javier Fernandez Conde
Klaus Herbers
Annliese Nef
Angel Martin Duque
David J. Wasserstein
Francisco J. Hernandez
Rica Amran
Ana Rodriguez
Enrique Jerez
Jose Javier Rodriguez Toro
David Pattison
Aengus Ward
Domingo Martinez Ripoll
Maria Luisa Almeida
Carlos Estepa Diez
Isabelle Rousseau
Francois Foronda
Jose Maria Monsalvo Anton
Jose Antonio Jara Fuente
Jose Ramon Diaz de Durana Ortiz de Urbina
Jon Andoni Fernandez de Larrea Rojas
Jose Luis Giron Alconchel
Marta Lopez Izquierdo
Carlos Alvar
Fernando Carmona
Cesar Garcia de Lucas
Johannes Kabatek
Juan Paredes
Dominique Neyrod
Mercedes Banegas Saorin
Olivier Biaggini
Claude Denjean
Jose Martinez Gazquez
Oscar de la Cruz Palma
Stephanie Jean-Marie
Martine Charageat
Jose Luis Senra
Carlos Sainz de La Maza
Ana Echevarria Arsuaga
Sophie Hirel-Wouts
Alberto Montaner
Pilar Azcarate
Cristina Jular
Miguel Larranaga
Jesus Rodriguez-Velasco
Flor Maria Bango de la Campa
Daniel Gregorio
Emma Herran Alonso
Balkis Aboueleze
Ignacio Vallejo Rico
Catherine Duclos Talbotier
Lola Pons Rodriguez
Maria Marquez Guerrero
Stephane Pequignot
Alexandra Beauchamp
Patricia Rochwert-Zuili
Claire Ponsich
Gabriel Martinez-Gros
Nicole Beriou
Marylene Possamai
Jeremy Lawrance
Sonia Fournet
Mercedes Suarez Fernandez
Manuel Rivas Zancarron
Angeles Romero Cambron
Rosa Maria Espinosa Elorza
Carlos Sanchez Lancis
Rolf Eberenz
Irene Salvo Garcia
Alexandra Oddo
Luis Fernandez Gallardo
Belen Almeida Cabrejas
Florence Serrano
Karla Xiomara Luna Mariscal
Antonio Rei
Saul Antonio Gomes
Mariana Leite
Jacinto Gonzalez Cobas
Alberto Montaner Frutos
Maria do Rosario Ferreira
Jose Carlos Ribeiro Miranda
Antoni Rossell
Sara Gonzalez
Alice Carette
Roberto Cuadros Munoz
Helene Thieulin-Pardo
Leonard Courbon
Herve Ott
Remy Hebding
Pierre Merlet
Andre Encreve
Serge Guilmin
Michel Rodet
Guy Raffi
Albert Levy
Jean-Francois Zorn
Jean-Claude Guillebaud
K. Wilson
Maurice Parodi
Jean-Francois Collange
Anne-Marie Goguel
Gabrielle Gottelmann
Teruhiso Horio
Janine Kohler
Alain Boissinot
Michel Bruston
Alain Boyer
Martine Chauvine
Christian Bachmann
Martine Charlot
Paul Blanquart
Christiane Falbisaner
Pascal Martin
Elisabeth Burglen
Dominique Fabre
Olivier Abel
Gordon Golding
Rolande Dupont
Elisabeth Labrousse
Frederic Hartweg
Jean-Pierre Thevenaz
Christian Baccuet
Elisabeth de Bourqueney
Dominique N. Fabre
Marie-Louise Fabre
Simone Frutiger
Jean-Francois Fourel
Manuel Baeza R.
Francois Goguel
Alphonse Maillot
Beyers Naude
Jean-Francois Herouard
Amr H. Ibrahim
Eric Blondel
Silvia Kempkes
Paul Thibaud
Albert Gaillard
Marc Brunschweiler
Katia Brun
Miguel Brun
Jacqueline Westercamp
Agnes Benoit
Elisabeth Adler
Corinne Lanoir
Bernard Charles
Denis Soubeyran
Jean-Francois Delteil
Jacques Mazel
Michel Puche
Jean-Paul Sauzede
Olivier Maes
Genevieve Chevalley
Georges Casalis
Yves-Henri Lerch
Pablo Richard
Francois Partant
Hassane Moulaye
Helene Lienhardt
Francois Dietz
Michele Cavalier
Catherine Durand
France Quere
Pierre Curie
Jean-Michel Zucker
Louis Simon
Jean-Marc Dupeux
Claudette Marquet
Jean Cabries
Jerome Cottin
Michel Mathien
Claude Gruson
Pierre-Patrick Kaltenbach
Bernard Rodenstein
Janine Griere
Guy Bottinelli
Pierre Fath
Jean-Pierre Molina
Rene Baretje
Georges Cazes
Stephane Hessel
Maurice Cayron
Dora Valayer
Francoise Smyth-Florentin
Jost Krippendorf
Helene Fabre
Dieter Brezger
Thomas Ferenczi
Alain Limousin
Antoine Lion
Philippe Francois
Gil Kressmann
Laurent Gagnebin
Dany-Rene Nocquet
Olivier Clement
Leon Schwartzenberg
Jacques Galtier
Etienne Mathiot
Pierre Joxe
Klauspeter Blaser
Jean Ansaldi
Sadek Sellam
Gilles Castelnau
Bertrand Vergniol
Lucien Carrive
Liliane Crete
Jacques Poujol
Alain Houziaux
Pierre Saidi
Bruno Chenu
Michel Freychet
Robert Churlaud
Jean-Christophe Romer
Marcin Frybes
Roland Revet
Didier Crouzet
Andre Lazerus
Bettina Cottin
Heinrich Balz
Pierre-Olivier Monteil
Jean-Paul Bizet
Emmanuel Charles
Isabelle Micaleff
Rene Cruse
Jean-Louis Corcos
Genevieve Charlionet
Jacques Proust
Otto Schafer-Guignier
Jean Cardonnel
Gerard Eldin
Evelyne Sullerot
Alain Chupin
Pierre Buhler
Jean-Jacques Demouveaux
Michel Barat
Andre Gounelle
Denis Muller
Jean-Claude Basset
Samuel K. Ada
Isabelle Grellier
Anne Lichtenberger
Genevieve Poujol
Jean Matouk
Robert Rochefort
Jean-Daniel Roque
Hubert Auque
Henri Burgelin
Bernard Reymond
Edmond Vandermersch
Adrian Geense
Jean-Paul Morley
Francois Schoeller
Yves Queromain
Yves Ducros
Jean Abel
Jacques Maury
Marc H. Ellis
Patrick Dessouane
Alain Bellet
Christian Liger
Regis Debray
Josaphat Paluku-Rubinga
Christian Bourguet
Alexis Philonenko
Jean Lambert
Stanislas Breton
Philibert Secretan
Dick Howard
Pierre Fontanieu
Jean-Marie de Bourqueney
Pierre-Luigi Dubied
Laure-Anne Fillias
Dominique Kounkou Moundele
Martine Viallet
Francoise Wilder
Bernard Pigot
Eric Mension-Rigau
Jacqueline Amphoux
Michel Leplay
Vasilios Makrides
Mihaly Fulop
Mario Miegge
Guy Hermet
Paul Valadier
Francoise Florentin-Smyth
Raphael Drai
Thierry de Montbrial
Claude-Francois Jullien
Pierre Jacquet
Paul Guiberteau
Arpad Drotos
Andre Birmele
Anne et Alain Rossignol
Jean Mercier
Francoise Smyth
Charles Dickinson
Olivier Mongin
Paolo Ricca
Geoffroy de Turckheim
Severine Boudier
Marc Muller
Perrine Chapelon
Yves Gaudemard
Gustave Martelet
Jean-Jacques Wunenburger
Philippe Guiraud
Andre Comte-Sponville
Bruno Frappat
Alain Finkielkraut
Heinrich Schmidinger
Ina Ranson
Andre Micaleff
Andre Chapel
Charly Hedrich
Jean Ruegg
Jean-Luc Piveteau
Commission d'ethique de la Federation Protestante de France
Thomas Kapp
Michel Sarrazin
Philippe Wender
Bernard Charbonneau
Baudoin Sjollema
Albert Eissler
Ka Mana
Doris Reymond-Ziegler
Anne-Marie Berthier
Jean-Francois Faba
Guy Aznar
Annie Fouquet
Jacques Tronchon
Nicolas Boilloux
Ange Legeard
Commission d'ethique FPF
Groupe  Libre theologie  (Mission populaire)
Antoine Monteil
Charles Charras
Myriam Charles
Gabriel Vahanian
Marc-Alain Ouaknin
Sybille Klumpp
Bachir Ben Barka
Christa Duris
Jean-Pierre Sers
Stephane Lavignotte
Jean-David Abel
Jean-Luc Bennahmias
Thomas Romer
Colas Duflo
Darioush Bayandor
Pierre Demeret
A.F
T.L.
Groupe  Theologie au quotidien
Rene Agnel
Raphael Picon
Laurette Alexis-Monet
Jean-Pierre Weben
Odile Chardenot-Fradin
Charlotte Herfray
Hubert Bost
Maurice Gueneau
Norbert Merjagnan
Pierre-Andre Diserens
Yves Michaud
Violaine Vignal
Francoise Picouleau
Claire-Lise Ott
Henri Persoz
Jean-Denis Kraege
Francois Dermange
Martina Schmidt
Gilles Clamens
Gerard Cabane
Marie Hazel
Ange-Severin Malanda
